"Time","Memory Requested","Memory Used"
1713380040000,8751192448,13310697472
1713380070000,8751192448,13271629824
1713380100000,8751192448,13263183872
1713380130000,8751192448,11086880768
1713380160000,8751192448,11105230848
1713380190000,8751192448,11037175808
1713380220000,8751192448,11075076096
1713380250000,8751192448,11097755648
1713380280000,8751192448,11121876992
1713380310000,8751192448,11181543424
1713380340000,8751192448,11284971520
1713380370000,8751192448,11409313792
1713380400000,8751192448,11412287488
1713380430000,8751192448,11373404160
1713380460000,8751192448,11518091264
1713380490000,8751192448,11505152000
1713380520000,8751192448,11505037312
1713380550000,8751192448,11321425920
1713380580000,8751192448,11084238848
1713380610000,8751192448,11218882560
1713380640000,8751192448,11271311360
1713380670000,8751192448,11476246528
1713380700000,8751192448,11450220544
1713380730000,8751192448,11361882112
1713380760000,8751192448,11243778048
1713380790000,8751192448,11210153984
1713380820000,8751192448,11117903872
1713380850000,8751192448,11175768064
1713380880000,8751192448,11166982144
1713380910000,8751192448,11193683968
1713380940000,8751192448,10992746496
1713380970000,8751192448,11014062080
1713381000000,8751192448,10921435136
1713381030000,8751192448,10917646336
1713381060000,8751192448,10894123008
1713381090000,8751192448,11023638528
1713381120000,8751192448,11133546496
1713381150000,8751192448,11158196224
1713381180000,8751192448,10998910976
1713381210000,8751192448,10970632192
1713381240000,8751192448,10899664896
1713381270000,8751192448,10903490560
1713381300000,8751192448,10953129984
1713381330000,8751192448,10959806464
1713381360000,8751192448,10938859520
1713381390000,8751192448,10909683712
1713381420000,8751192448,10918477824
1713381450000,8751192448,11049111552
1713381480000,8751192448,11109838848
1713381510000,8751192448,11128905728
1713381540000,8751192448,11056545792
1713381570000,8751192448,11061211136
1713381600000,8751192448,11079819264
1713381630000,8751192448,11089956864
1713381660000,8751192448,11075166208
1713381690000,8751192448,10991570944
1713381720000,8751192448,10979352576
1713381750000,8751192448,10977263616
1713381780000,8751192448,10958114816
1713381810000,8751192448,10960293888
1713381840000,8751192448,10961793024
1713381870000,8751192448,10963664896
1713381900000,8751192448,10957565952
1713381930000,8751192448,10953826304
1713381960000,8751192448,10951991296
1713381990000,8751192448,10950995968
1713382020000,8751192448,10950852608
1713382050000,8751192448,10932670464
1713382080000,8751192448,10932023296
1713382110000,8751192448,10932690944
1713382140000,8751192448,10956558336
1713382170000,8751192448,10937339904
1713382200000,8751192448,10936115200
1713382230000,10751192448,10963652608
1713382260000,10751192448,11548364800
1713382290000,10751192448,12167561216
1713382320000,10751192448,12182360064
1713382350000,10751192448,12242907136
1713382380000,10751192448,12321423360
1713382410000,10751192448,12329570304
1713382440000,10751192448,12324831232
1713382470000,10751192448,12339884032
1713382500000,10751192448,12342714368
1713382530000,10751192448,12351328256
1713382560000,16551192448,12276936704
1713382590000,16551192448,14523957248
1713382620000,16551192448,16499761152
1713382650000,16551192448,19152560128
1713382680000,26951192448,19608563712
1713382710000,26951192448,22406815744
1713382740000,29551192448,25378988032
1713382770000,29551192448,28038578176
1713382800000,29551192448,28559208448
1713382830000,29551192448,28964708352
1713382860000,29551192448,29232451584
1713382890000,29551192448,29324165120
1713382920000,29551192448,29537329152
1713382950000,29551192448,29874552832
1713382980000,29551192448,31480479744
1713383010000,29551192448,31835025408
1713383040000,29551192448,33340219392
1713383070000,29551192448,33574219776
1713383100000,29551192448,33362935808
1713383130000,29551192448,33345675264
1713383160000,29551192448,32800100352
1713383190000,29551192448,32679383040
1713383220000,29551192448,32974659584
1713383250000,29551192448,33260691456
1713383280000,29551192448,32718778368
1713383310000,29551192448,32652820480
1713383340000,29551192448,32787075072
1713383370000,29551192448,32678354944
1713383400000,21751192448,32565547008
1713383430000,21751192448,32367185920
1713383460000,23751192448,32579473408
1713383490000,23751192448,33117122560
1713383520000,23751192448,33912922112
1713383550000,23751192448,34052624384
1713383580000,28951192448,33890783232
1713383610000,28951192448,34054254592
1713383640000,28951192448,35518033920
1713383670000,28951192448,29677260800
1713383700000,28951192448,29790203904
1713383730000,28951192448,30350315520
1713383760000,28951192448,30511755264
1713383790000,28951192448,30421729280
1713383820000,28951192448,30493626368
1713383850000,28951192448,30823059456
1713383880000,28951192448,30961889280
1713383910000,23751192448,30643200000
1713383940000,23751192448,30516289536
1713383970000,23751192448,30448828416
1713384000000,21751192448,30485426176
1713384030000,21751192448,30545772544
1713384060000,21751192448,30623817728
1713384090000,21751192448,30683283456
1713384120000,21751192448,30686855168
1713384150000,16551192448,30718865408
1713384180000,16551192448,26111164416
1713384210000,16551192448,26010181632
1713384240000,26951192448,26034327552
1713384270000,26951192448,24766541824
1713384300000,26951192448,25044512768
1713384330000,26951192448,25117278208
1713384360000,26951192448,28329349120
1713384390000,26951192448,33174941696
1713384420000,26951192448,28040577024
1713384450000,26951192448,28376932352
1713384480000,26951192448,28693737472
1713384510000,26951192448,28861071360
1713384540000,26951192448,29022519296
1713384570000,26951192448,29135745024
1713384600000,26951192448,28991205376
1713384630000,26951192448,28893847552
1713384660000,18551192448,29277999104
1713384690000,18551192448,29629997056
1713384720000,18551192448,29816664064
1713384750000,18551192448,29898027008
1713384780000,18551192448,29832237056
1713384810000,18551192448,30008266752
1713384840000,15951192448,30421200896
1713384870000,23751192448,30707384320
1713384900000,23751192448,33358499840
1713384930000,23751192448,27294457856
1713384960000,23751192448,27103342592
1713384990000,23751192448,27325612032
1713385020000,23751192448,27452227584
1713385050000,23751192448,27353124864
1713385080000,21751192448,28216926208
1713385110000,29551192448,26266742784
1713385140000,29551192448,28047548416
1713385170000,29551192448,29551296512
1713385200000,29551192448,32710144000
1713385230000,29551192448,33170227200
1713385260000,29551192448,33395904512
1713385290000,29551192448,33138970624
1713385320000,29551192448,33132142592
1713385350000,29551192448,31725625344
1713385380000,29551192448,31746703360
1713385410000,29551192448,31418777600
1713385440000,29551192448,31665225728
1713385470000,13951192448,31253606400
1713385500000,13951192448,31268700160
1713385530000,13951192448,31307141120
1713385560000,13951192448,31334252544
1713385590000,13951192448,31390547968
1713385620000,13951192448,31370412032
1713385650000,13951192448,31402487808
1713385680000,13951192448,31439130624
1713385710000,13951192448,22197280768
1713385740000,13951192448,17086648320
1713385770000,8751192448,17006850048
1713385800000,8751192448,16945987584
1713385830000,8751192448,16993583104
1713385860000,10751192448,17393651712
1713385890000,10751192448,18213847040
1713385920000,10751192448,18433363968
1713385950000,10751192448,18607943680
1713385980000,10751192448,18781401088
1713386010000,13351192448,19200552960
1713386040000,13351192448,14291390464
1713386070000,13351192448,15393624064
1713386100000,13351192448,15366238208
1713386130000,13351192448,15609544704
1713386160000,13351192448,15731539968
1713386190000,13351192448,15749218304
1713386220000,13351192448,15813492736
1713386250000,13351192448,15774003200
1713386280000,13351192448,16075370496
1713386310000,13351192448,15694434304
1713386340000,13351192448,15783329792
1713386370000,13351192448,16030121984
1713386400000,13351192448,15805165568
1713386430000,13351192448,15804551168
1713386460000,13351192448,15772016640
1713386490000,13351192448,15479132160
1713386520000,13351192448,15576465408
1713386550000,13351192448,15609880576
1713386580000,13351192448,15640862720
1713386610000,13351192448,15692353536
1713386640000,13351192448,15689670656
1713386670000,13351192448,15527579648
1713386700000,13351192448,15487393792
1713386730000,13351192448,15563608064
1713386760000,13351192448,15777849344
1713386790000,13351192448,15905742848
1713386820000,13351192448,15827886080
1713386850000,15951192448,15946117120
1713386880000,15951192448,16280752128
1713386910000,15951192448,17495220224
1713386940000,15951192448,17527209984
1713386970000,15951192448,17648041984
1713387000000,15951192448,18029268992
1713387030000,15951192448,18041942016
1713387060000,15951192448,18136715264
1713387090000,15951192448,18152251392
1713387120000,15951192448,18537041920
1713387150000,15951192448,18498514944
1713387180000,13351192448,18729230336
1713387210000,13351192448,18816708608
1713387240000,13351192448,18790690816
1713387270000,13351192448,18754916352
1713387300000,11351192448,18676072448
1713387330000,11351192448,18661220352
1713387360000,11351192448,18639421440
1713387390000,11351192448,18612174848
1713387420000,11351192448,18602496000
1713387450000,11351192448,15803453440
1713387480000,11351192448,15712157696
1713387510000,11351192448,15707983872
1713387540000,11351192448,15678951424
1713387570000,8751192448,14373064704
1713387600000,8751192448,14368079872
1713387630000,8751192448,15169904640
1713387660000,10751192448,15035215872
1713387690000,10751192448,15896137728
1713387720000,10751192448,16241672192
1713387750000,10751192448,16355954688
1713387780000,10751192448,15772495872
1713387810000,10751192448,15796396032
1713387840000,10751192448,12898422784
1713387870000,10751192448,12936347648
1713387900000,10751192448,12736028672
1713387930000,10751192448,12745388032
1713387960000,10751192448,12744056832
1713387990000,10751192448,12733091840
1713388020000,10751192448,12727214080
1713388050000,10751192448,12733276160
1713388080000,8751192448,12665905152
1713388110000,8751192448,12637995008
1713388140000,8751192448,12635086848
1713388170000,8751192448,12638941184
1713388200000,8751192448,12631420928
1713388230000,16551192448,12573208576
1713388260000,16551192448,14045945856
1713388290000,16551192448,16705753088
1713388320000,16551192448,18591965184
1713388350000,24351192448,18661785600
1713388380000,29551192448,20785090560
1713388410000,29551192448,23348948992
1713388440000,29551192448,28937146368
1713388470000,29551192448,29538816000
1713388500000,29551192448,29645697024
1713388530000,29551192448,30332391424
1713388560000,29551192448,30437945344
1713388590000,29551192448,30656143360
1713388620000,29551192448,31001600000
1713388650000,29551192448,32696946688
1713388680000,29551192448,33233510400
1713388710000,29551192448,33546981376
1713388740000,29551192448,33693470720
1713388770000,29551192448,33109753856
1713388800000,29551192448,32913182720
1713388830000,29551192448,32804216832
1713388860000,29551192448,32713039872
1713388890000,29551192448,33037172736
1713388920000,29551192448,33562054656
1713388950000,29551192448,32593199104
1713388980000,29551192448,32470884352
1713389010000,29551192448,32314765312
1713389040000,29551192448,32291225600
1713389070000,29551192448,32282509312
1713389100000,29551192448,32392278016
1713389130000,29551192448,32336560128
1713389160000,29551192448,32871817216
1713389190000,29551192448,32904171520
1713389220000,26951192448,32939466752
1713389250000,29551192448,33089388544
1713389280000,29551192448,33083461632
1713389310000,31551192448,34517323776
1713389340000,31551192448,35170496512
1713389370000,31551192448,35681898496
1713389400000,31551192448,36174594048
1713389430000,31551192448,36678610944
1713389460000,31551192448,36426268672
1713389490000,31551192448,33895649280
1713389520000,31551192448,34052444160
1713389550000,31551192448,34489491456
1713389580000,28951192448,34569281536
1713389610000,28951192448,34385543168
1713389640000,26951192448,34468499456
1713389670000,26951192448,34511273984
1713389700000,26951192448,34474741760
1713389730000,26951192448,34226982912
1713389760000,26951192448,34407669760
1713389790000,26951192448,34487685120
1713389820000,21751192448,34344681472
1713389850000,21751192448,31781740544
1713389880000,21751192448,31994077184
1713389910000,29551192448,30234984448
1713389940000,29551192448,30412656640
1713389970000,29551192448,30544871424
1713390000000,29551192448,30598672384
1713390030000,29551192448,30961778688
1713390060000,29551192448,32172523520
1713390090000,29551192448,26998956032
1713390120000,29551192448,27188289536
1713390150000,29551192448,27390160896
1713390180000,29551192448,27252649984
1713390210000,29551192448,27307716608
1713390240000,29551192448,27351658496
1713390270000,29551192448,26885738496
1713390300000,29551192448,26951426048
1713390330000,24351192448,26936164352
1713390360000,24351192448,25998581760
1713390390000,24351192448,26131664896
1713390420000,24351192448,25906089984
1713390450000,24351192448,25878978560
1713390480000,21751192448,25260756992
1713390510000,16551192448,25537048576
1713390540000,24351192448,25900134400
1713390570000,24351192448,28103651328
1713390600000,24351192448,29618757632
1713390630000,26351192448,32310870016
1713390660000,26351192448,31487332352
1713390690000,26351192448,31943696384
1713390720000,26351192448,31999864832
1713390750000,26351192448,32374947840
1713390780000,26351192448,26613248000
1713390810000,26351192448,26498527232
1713390840000,26351192448,27298729984
1713390870000,26351192448,27914686464
1713390900000,31551192448,29731160064
1713390930000,31551192448,29643014144
1713390960000,31551192448,29745659904
1713390990000,31551192448,29841567744
1713391020000,31551192448,29869731840
1713391050000,31551192448,29996539904
1713391080000,31551192448,30042247168
1713391110000,31551192448,30059216896
1713391140000,31551192448,29889888256
1713391170000,31551192448,29748826112
1713391200000,31551192448,29573857280
1713391230000,31551192448,30075654144
1713391260000,26351192448,30209220608
1713391290000,23751192448,30396211200
1713391320000,23751192448,30166872064
1713391350000,23751192448,30201126912
1713391380000,23751192448,30247403520
1713391410000,23751192448,30246739968
1713391440000,21151192448,30259654656
1713391470000,21151192448,30338957312
1713391500000,21151192448,30438608896
1713391530000,15951192448,27512094720
1713391560000,8751192448,26486521856
1713391590000,8751192448,26251198464
1713391620000,8751192448,26269442048
1713391650000,8751192448,26289205248
1713391680000,8751192448,26320654336
1713391710000,8751192448,23731023872
1713391740000,8751192448,23827517440
1713391770000,8751192448,24018542592
1713391800000,11351192448,18678841344
1713391830000,11351192448,12369489920
1713391860000,11351192448,13824528384
1713391890000,11351192448,14198497280
1713391920000,11351192448,14158979072
1713391950000,11351192448,14187319296
1713391980000,11351192448,14409506816
1713392010000,11351192448,14328803328
1713392040000,11351192448,14649384960
1713392070000,11351192448,14447792128
1713392100000,11351192448,14336667648
1713392130000,11351192448,14408458240
1713392160000,11351192448,14481100800
1713392190000,11351192448,14647656448
1713392220000,11351192448,14670536704
1713392250000,11351192448,14491529216
1713392280000,11351192448,14804090880
1713392310000,11351192448,14851121152
1713392340000,11351192448,14555648000
1713392370000,11351192448,14445027328
1713392400000,11351192448,14482051072
1713392430000,11351192448,14404509696
1713392460000,11351192448,14380933120
1713392490000,11351192448,14378332160
1713392520000,11351192448,14321549312
1713392550000,11351192448,14329110528
1713392580000,11351192448,14299041792
1713392610000,11351192448,14045159424
1713392640000,11351192448,14010003456
1713392670000,11351192448,14255374336
1713392700000,11351192448,14497816576
1713392730000,11351192448,14593757184
1713392760000,11351192448,14510219264
1713392790000,11351192448,14157025280
1713392820000,11351192448,14144512000
1713392850000,11351192448,14146330624
1713392880000,11351192448,14224773120
1713392910000,11351192448,14230392832
1713392940000,11351192448,14236139520
1713392970000,11351192448,14355156992
1713393000000,11351192448,14393548800
1713393030000,11351192448,14540890112
1713393060000,11351192448,14576455680
1713393090000,11351192448,14622113792
1713393120000,11351192448,14886920192
1713393150000,11351192448,14868566016
1713393180000,11351192448,14770380800
1713393210000,11351192448,14711480320
1713393240000,11351192448,14701801472
1713393270000,11351192448,14672105472
1713393300000,11351192448,14636867584
1713393330000,11351192448,14616469504
1713393360000,11351192448,14600327168
1713393390000,11351192448,14588792832
1713393420000,11351192448,14562074624
1713393450000,11351192448,14506754048
1713393480000,8751192448,14454763520
1713393510000,8751192448,14437126144
1713393540000,8751192448,14425026560
1713393570000,8751192448,14436147200
1713393600000,8751192448,14432034816
1713393630000,8751192448,14416551936
1713393660000,8751192448,14406262784
1713393690000,8751192448,14395527168
1713393720000,8751192448,14411874304
1713393750000,8751192448,11509768192
1713393780000,10751192448,11513655296
1713393810000,10751192448,12372713472
1713393840000,10751192448,12740812800
1713393870000,10751192448,12854255616
1713393900000,10751192448,12863430656
1713393930000,10751192448,12898258944
1713393960000,10751192448,12939718656
1713393990000,10751192448,12946169856
1713394020000,10751192448,12942954496
1713394050000,10751192448,12954828800
1713394080000,10751192448,12939689984
1713394110000,10751192448,12978692096
1713394140000,10751192448,12928421888
1713394170000,15951192448,12958842880
1713394200000,13951192448,14521925632
1713394230000,13951192448,16847249408
1713394260000,13951192448,17965760512
1713394290000,24351192448,18527727616
1713394320000,24351192448,20921491456
1713394350000,24351192448,25362173952
1713394380000,26351192448,26458546176
1713394410000,26351192448,26877534208
1713394440000,26351192448,27727241216
1713394470000,26351192448,26535370752
1713394500000,26351192448,26636337152
1713394530000,26351192448,26817343488
1713394560000,26351192448,27476922368
1713394590000,26351192448,28430188544
1713394620000,26351192448,28821458944
1713394650000,31551192448,29559787520
1713394680000,31551192448,29846695936
1713394710000,31551192448,30696914944
1713394740000,31551192448,32274759680
1713394770000,31551192448,33173872640
1713394800000,31551192448,33223471104
1713394830000,31551192448,34728603648
1713394860000,31551192448,34442285056
1713394890000,31551192448,34068275200
1713394920000,31551192448,34069692416
1713394950000,31551192448,34096373760
1713394980000,31551192448,34073714688
1713395010000,21151192448,34035814400
1713395040000,15951192448,34002849792
1713395070000,15951192448,34016202752
1713395100000,15951192448,34136993792
1713395130000,15951192448,33638440960
1713395160000,13951192448,33624096768
1713395190000,13951192448,32998719488
1713395220000,13951192448,33091641344
1713395250000,13951192448,33249914880
1713395280000,13951192448,23394471936
1713395310000,13951192448,18114306048
1713395340000,13951192448,18125881344
1713395370000,13951192448,18101227520
1713395400000,13951192448,18242387968
1713395430000,13951192448,17024196608
1713395460000,13951192448,16959500288
1713395490000,13951192448,17004007424
1713395520000,13951192448,16940908544
1713395550000,13951192448,17046532096
1713395580000,13951192448,17043984384
1713395610000,13951192448,16947421184
1713395640000,13951192448,16931618816
1713395670000,13951192448,17057251328
1713395700000,11351192448,16864165888
1713395730000,19151192448,17251549184
1713395760000,19151192448,19546464256
1713395790000,19151192448,22932357120
1713395820000,19151192448,23668776960
1713395850000,19151192448,23948972032
1713395880000,19151192448,24103546880
1713395910000,19151192448,24183742464
1713395940000,19151192448,24332451840
1713395970000,19151192448,21643366400
1713396000000,19151192448,21640572928
1713396030000,19151192448,21490061312
1713396060000,19151192448,21399764992
1713396090000,11351192448,21312376832
1713396120000,11351192448,21370683392
1713396150000,11351192448,21368639488
1713396180000,8751192448,21480071168
1713396210000,13951192448,21666222080
1713396240000,13951192448,22645886976
1713396270000,13951192448,23779631104
1713396300000,13951192448,25889181696
1713396330000,13951192448,25964367872
1713396360000,13951192448,18972590080
1713396390000,13951192448,18852560896
1713396420000,13951192448,19328131072
1713396450000,16551192448,17507328000
1713396480000,19151192448,18039836672
1713396510000,19151192448,18858672128
1713396540000,19151192448,21337280512
1713396570000,19151192448,21489340416
1713396600000,19151192448,21558521856
1713396630000,19151192448,21792243712
1713396660000,19151192448,21783605248
1713396690000,19151192448,21594595328
1713396720000,19151192448,21547999232
1713396750000,19151192448,21461196800
1713396780000,19151192448,21325443072
1713396810000,11351192448,21373669376
1713396840000,11351192448,21338648576
1713396870000,11351192448,21245911040
1713396900000,11351192448,21235982336
1713396930000,11351192448,21281898496
1713396960000,11351192448,21274509312
1713396990000,8751192448,21258526720
1713397020000,8751192448,21337161728
1713397050000,8751192448,21253459968
1713397080000,8751192448,14221209600
1713397110000,8751192448,14153330688
1713397140000,8751192448,14096617472
1713397170000,8751192448,14070185984
1713397200000,8751192448,14121127936
1713397230000,8751192448,14176948224
1713397260000,8751192448,11491438592
1713397290000,8751192448,11493421056
1713397320000,8751192448,11761610752
1713397350000,8751192448,11830816768
1713397380000,8751192448,11726106624
1713397410000,8751192448,11643551744
1713397440000,8751192448,11692376064
1713397470000,8751192448,11753934848
1713397500000,8751192448,11673952256
1713397530000,8751192448,11657011200
1713397560000,8751192448,11845971968
1713397590000,8751192448,11811721216
1713397620000,8751192448,11859513344
1713397650000,8751192448,11912781824
1713397680000,8751192448,11589476352
1713397710000,10751192448,11568799744
1713397740000,10751192448,11909095424
1713397770000,10751192448,12586520576
1713397800000,10751192448,12695121920
1713397830000,10751192448,12927205376
1713397860000,10751192448,12946173952
1713397890000,10751192448,12988723200
1713397920000,10751192448,12929810432
1713397950000,10751192448,12776566784
1713397980000,10751192448,12731297792
1713398010000,10751192448,12735344640
1713398040000,10751192448,12908150784
1713398070000,10751192448,13033525248
1713398100000,10751192448,13081313280
1713398130000,10751192448,13059551232
1713398160000,10751192448,12808544256
1713398190000,10751192448,12790386688
1713398220000,8751192448,12740538368
1713398250000,8751192448,12722089984
1713398280000,8751192448,12715950080
1713398310000,8751192448,12683100160
1713398340000,8751192448,12695277568
1713398370000,8751192448,12718587904
1713398400000,8751192448,12912308224
1713398430000,10751192448,12943052800
1713398460000,10751192448,13512753152
1713398490000,10751192448,12842741760
1713398520000,10751192448,12871356416
1713398550000,10751192448,12880359424
1713398580000,10751192448,12945137664
1713398610000,10751192448,12924768256
1713398640000,10751192448,12895399936
1713398670000,10751192448,12895637504
1713398700000,10751192448,12909998080
1713398730000,10751192448,12894990336
1713398760000,10751192448,12833959936
1713398790000,10751192448,12823932928
1713398820000,10751192448,12822745088
1713398850000,10751192448,12786946048
1713398880000,10751192448,12797190144
1713398910000,10751192448,12775112704
1713398940000,10751192448,12788895744
1713398970000,10751192448,12794662912
1713399000000,10751192448,12781780992
1713399030000,10751192448,12757540864
1713399060000,10751192448,12795518976
1713399090000,10751192448,12764491776
1713399120000,10751192448,12785156096
1713399150000,10751192448,12763328512
1713399180000,8751192448,12711727104
1713399210000,8751192448,12715163648
1713399240000,8751192448,12709085184
1713399270000,8751192448,12704333824
1713399300000,8751192448,12714758144
1713399330000,8751192448,12681531392
1713399360000,8751192448,12687323136
1713399390000,8751192448,12720664576
1713399420000,8751192448,12724768768
1713399450000,8751192448,11438854144
1713399480000,8751192448,11439603712
1713399510000,10751192448,11432681472
1713399540000,10751192448,11872141312
1713399570000,10751192448,12595896320
1713399600000,10751192448,12663164928
1713399630000,10751192448,12760469504
1713399660000,10751192448,12787904512
1713399690000,10751192448,12759793664
1713399720000,10751192448,12765007872
1713399750000,10751192448,12741058560
1713399780000,10751192448,12736716800
1713399810000,10751192448,12762497024
1713399840000,10751192448,12766564352
1713399870000,10751192448,12769939456
1713399900000,10751192448,12768059392
1713399930000,10751192448,12765302784
1713399960000,10751192448,12749697024
1713399990000,10751192448,12770054144
1713400020000,10751192448,12752875520
1713400050000,10751192448,12757065728
1713400080000,10751192448,12762808320
1713400110000,10751192448,12762013696
1713400140000,10751192448,12760940544
1713400170000,10751192448,12745199616
1713400200000,10751192448,12770160640
1713400230000,10751192448,12786880512
1713400260000,10751192448,12784156672
1713400290000,10751192448,12745777152
1713400320000,10751192448,12761825280
1713400350000,10751192448,12754030592
1713400380000,10751192448,12795719680
1713400410000,10751192448,12787531776
1713400440000,10751192448,12793196544
1713400470000,10751192448,12788133888
1713400500000,10751192448,12799639552
1713400530000,10751192448,12804427776
1713400560000,10751192448,12776079360
1713400590000,10751192448,12798271488
1713400620000,10751192448,12781256704
1713400650000,10751192448,12784353280
1713400680000,10751192448,12749303808
